StartTime,Demand,SettlementPeriod
2023-04-06 17:30:00+00:00,191278,36
2023-04-06 18:00:00+00:00,197429,37
2023-04-06 18:30:00+00:00,197546,38
2023-04-06 19:00:00+00:00,199546,39
2023-04-06 19:30:00+00:00,196411,40
2023-04-06 20:00:00+00:00,188230,41
2023-04-06 20:30:00+00:00,178834,42
2023-04-06 21:00:00+00:00,170459,43
2023-04-06 21:30:00+00:00,164805,44
2023-04-06 22:00:00+00:00,155229,45
2023-04-06 22:30:00+00:00,149219,46
2023-04-06 23:00:00+00:00,146389,47
2023-04-06 23:30:00+00:00,144367,48
2023-04-07 00:00:00+00:00,23977,1
2023-04-08 00:00:00+00:00,130784,1
2023-04-08 00:30:00+00:00,132328,2
2023-04-08 01:00:00+00:00,132569,3
2023-04-08 01:30:00+00:00,130668,4
2023-04-08 02:00:00+00:00,129512,5
2023-04-08 02:30:00+00:00,129140,6
2023-04-08 03:00:00+00:00,129657,7
2023-04-08 03:30:00+00:00,128913,8
2023-04-08 04:00:00+00:00,130205,9
2023-04-08 04:30:00+00:00,131309,10
2023-04-08 05:00:00+00:00,134137,11
2023-04-08 05:30:00+00:00,137650,12
2023-04-08 06:00:00+00:00,140814,13
2023-04-08 06:30:00+00:00,141636,14
2023-04-08 07:00:00+00:00,146297,15
2023-04-08 07:30:00+00:00,145183,16
2023-04-08 08:00:00+00:00,145665,17
2023-04-08 08:30:00+00:00,143301,18
2023-04-08 09:00:00+00:00,139270,19
2023-04-08 09:30:00+00:00,134597,20
2023-04-08 10:00:00+00:00,129066,21
2023-04-08 10:30:00+00:00,126768,22
2023-04-08 11:00:00+00:00,124825,23
2023-04-08 11:30:00+00:00,122395,24
2023-04-08 12:00:00+00:00,120408,25
2023-04-08 12:30:00+00:00,118441,26
2023-04-08 13:00:00+00:00,116914,27
2023-04-08 13:30:00+00:00,117334,28
2023-04-08 14:00:00+00:00,119347,29
2023-04-08 14:30:00+00:00,123502,30
2023-04-08 15:00:00+00:00,128501,31
2023-04-08 15:30:00+00:00,138341,32
2023-04-08 16:00:00+00:00,147830,33
2023-04-08 16:30:00+00:00,153707,34
2023-04-08 17:00:00+00:00,160565,35
2023-04-08 17:30:00+00:00,166005,36
2023-04-08 18:00:00+00:00,171221,37
2023-04-08 18:30:00+00:00,171997,38
2023-04-08 19:00:00+00:00,170299,39
2023-04-08 19:30:00+00:00,170753,40
2023-04-08 20:00:00+00:00,166461,41
2023-04-08 20:30:00+00:00,159271,42
2023-04-08 21:00:00+00:00,152891,43
2023-04-08 21:30:00+00:00,148028,44
2023-04-08 22:00:00+00:00,139796,45
2023-04-08 22:30:00+00:00,132979,46
2023-04-08 23:00:00+00:00,129815,47
2023-04-08 23:30:00+00:00,129765,48
2023-04-09 00:00:00+00:00,129005,1
2023-04-09 00:30:00+00:00,130233,2
2023-04-09 01:00:00+00:00,128567,3
2023-04-09 01:30:00+00:00,125721,4
2023-04-09 02:00:00+00:00,122547,5
2023-04-09 02:30:00+00:00,122532,6
2023-04-09 03:00:00+00:00,123669,7
2023-04-09 03:30:00+00:00,122935,8
2023-04-09 04:00:00+00:00,122659,9
2023-04-09 04:30:00+00:00,122428,10
2023-04-09 05:00:00+00:00,125440,11
2023-04-09 05:30:00+00:00,124109,12
2023-04-09 06:00:00+00:00,127446,13
2023-04-09 06:30:00+00:00,130606,14
2023-04-09 07:00:00+00:00,136224,15
2023-04-09 07:30:00+00:00,138816,16
2023-04-09 08:00:00+00:00,140919,17
2023-04-09 08:30:00+00:00,140001,18
2023-04-09 09:00:00+00:00,137563,19
2023-04-09 09:30:00+00:00,135965,20
2023-04-09 10:00:00+00:00,133968,21
2023-04-09 10:30:00+00:00,130386,22
2023-04-09 11:00:00+00:00,129863,23
2023-04-09 11:30:00+00:00,131321,24
2023-04-09 12:00:00+00:00,128643,25
2023-04-09 12:30:00+00:00,129707,26
2023-04-09 13:00:00+00:00,127374,27
2023-04-09 13:30:00+00:00,128450,28
2023-04-09 14:00:00+00:00,131345,29
2023-04-09 14:30:00+00:00,132658,30
2023-04-09 15:00:00+00:00,139074,31
2023-04-09 15:30:00+00:00,145518,32
2023-04-09 16:00:00+00:00,152510,33
2023-04-09 16:30:00+00:00,160957,34
2023-04-09 17:00:00+00:00,165859,35
2023-04-09 17:30:00+00:00,169644,36
2023-04-09 18:00:00+00:00,172555,37
2023-04-09 18:30:00+00:00,175050,38
2023-04-09 19:00:00+00:00,173924,39
2023-04-09 19:30:00+00:00,171264,40
2023-04-09 20:00:00+00:00,169633,41
2023-04-09 20:30:00+00:00,163053,42
2023-04-09 21:00:00+00:00,156140,43
2023-04-09 21:30:00+00:00,149115,44
2023-04-09 22:00:00+00:00,147069,45
2023-04-09 22:30:00+00:00,142907,46
2023-04-09 23:00:00+00:00,141528,47
2023-04-09 23:30:00+00:00,140472,48
2023-04-10 00:00:00+00:00,137242,1
2023-04-10 00:30:00+00:00,138449,2
2023-04-10 01:00:00+00:00,140817,3
2023-04-10 01:30:00+00:00,138362,4
2023-04-10 02:00:00+00:00,137019,5
2023-04-10 02:30:00+00:00,135101,6
2023-04-10 03:00:00+00:00,132617,7
2023-04-10 03:30:00+00:00,130893,8
2023-04-10 04:00:00+00:00,130115,9
2023-04-10 04:30:00+00:00,130355,10
2023-04-10 05:00:00+00:00,128073,11
2023-04-10 05:30:00+00:00,128345,12
2023-04-10 06:00:00+00:00,132797,13
2023-04-10 06:30:00+00:00,138177,14
2023-04-10 07:00:00+00:00,146234,15
2023-04-10 07:30:00+00:00,146623,16
2023-04-10 08:00:00+00:00,153712,17
2023-04-10 08:30:00+00:00,155500,18
2023-04-10 09:00:00+00:00,156512,19
2023-04-10 09:30:00+00:00,155050,20
2023-04-10 10:00:00+00:00,151303,21
2023-04-10 10:30:00+00:00,153055,22
2023-04-10 11:00:00+00:00,153238,23
2023-04-10 11:30:00+00:00,149602,24
2023-04-10 12:00:00+00:00,142495,25
2023-04-10 12:30:00+00:00,137862,26
2023-04-10 13:00:00+00:00,133886,27
2023-04-10 13:30:00+00:00,134988,28
2023-04-10 14:00:00+00:00,135234,29
2023-04-10 14:30:00+00:00,136088,30
2023-04-10 15:00:00+00:00,139804,31
2023-04-10 15:30:00+00:00,143160,32
2023-04-10 16:00:00+00:00,148919,33
2023-04-10 16:30:00+00:00,156947,34
2023-04-10 17:00:00+00:00,161584,35
2023-04-10 17:30:00+00:00,165671,36
2023-04-10 18:00:00+00:00,166328,37
2023-04-10 18:30:00+00:00,167181,38
2023-04-10 19:00:00+00:00,170662,39
2023-04-10 19:30:00+00:00,170718,40
2023-04-10 20:00:00+00:00,165075,41
2023-04-10 20:30:00+00:00,160129,42
2023-04-10 21:00:00+00:00,155589,43
2023-04-10 21:30:00+00:00,151978,44
2023-04-10 22:00:00+00:00,144143,45
2023-04-10 22:30:00+00:00,139999,46
2023-04-10 23:00:00+00:00,143939,47
2023-04-10 23:30:00+00:00,142849,48
2023-04-11 00:00:00+00:00,144239,1
2023-04-11 00:30:00+00:00,148389,2
2023-04-11 01:00:00+00:00,147646,3
2023-04-11 01:30:00+00:00,144428,4
2023-04-11 02:00:00+00:00,144399,5
2023-04-11 02:30:00+00:00,143073,6
2023-04-11 03:00:00+00:00,134701,7
2023-04-11 03:30:00+00:00,133708,8
2023-04-11 04:00:00+00:00,138305,9
2023-04-11 04:30:00+00:00,142635,10
2023-04-11 05:00:00+00:00,152976,11
2023-04-11 05:30:00+00:00,163242,12
2023-04-11 06:00:00+00:00,173109,13
2023-04-11 06:30:00+00:00,176248,14
2023-04-11 07:00:00+00:00,175384,15
2023-04-11 07:30:00+00:00,173979,16
2023-04-11 08:00:00+00:00,171852,17
2023-04-11 08:30:00+00:00,167051,18
2023-04-11 09:00:00+00:00,166619,19
2023-04-11 09:30:00+00:00,162778,20
2023-04-11 10:00:00+00:00,161680,21
2023-04-11 10:30:00+00:00,162948,22
2023-04-11 11:00:00+00:00,166634,23
2023-04-11 11:30:00+00:00,165360,24
2023-04-11 12:00:00+00:00,166110,25
2023-04-11 12:30:00+00:00,167272,26
2023-04-11 13:00:00+00:00,171280,27
2023-04-11 13:30:00+00:00,173748,28
2023-04-11 14:00:00+00:00,178286,29
2023-04-11 14:30:00+00:00,183649,30
2023-04-11 15:00:00+00:00,185149,31
2023-04-11 15:30:00+00:00,188968,32
2023-04-11 16:00:00+00:00,193374,33
2023-04-11 16:30:00+00:00,199503,34
2023-04-11 17:00:00+00:00,202431,35
2023-04-11 17:30:00+00:00,202275,36
2023-04-11 18:00:00+00:00,202829,37
2023-04-11 18:30:00+00:00,200145,38
2023-04-11 19:00:00+00:00,203426,39
2023-04-11 19:30:00+00:00,197240,40
2023-04-11 20:00:00+00:00,189619,41
2023-04-11 20:30:00+00:00,180889,42
2023-04-11 21:00:00+00:00,175686,43
2023-04-11 21:30:00+00:00,167975,44
2023-04-11 22:00:00+00:00,161334,45
2023-04-11 22:30:00+00:00,156988,46
2023-04-11 23:00:00+00:00,155262,47
2023-04-11 23:30:00+00:00,155646,48
2023-04-12 00:00:00+00:00,145329,1
2023-04-12 00:30:00+00:00,145848,2
2023-04-12 01:00:00+00:00,146907,3
2023-04-12 01:30:00+00:00,147011,4
2023-04-12 02:00:00+00:00,151441,5
2023-04-12 02:30:00+00:00,152319,6
2023-04-12 03:00:00+00:00,152476,7
2023-04-12 03:30:00+00:00,151339,8
2023-04-12 04:00:00+00:00,149568,9
2023-04-12 04:30:00+00:00,152033,10
2023-04-12 05:00:00+00:00,158262,11
2023-04-12 05:30:00+00:00,163644,12
2023-04-12 06:00:00+00:00,164219,13
2023-04-12 06:30:00+00:00,169976,14
2023-04-12 07:00:00+00:00,173901,15
2023-04-12 07:30:00+00:00,172836,16
2023-04-12 08:00:00+00:00,171059,17
2023-04-12 08:30:00+00:00,168662,18
2023-04-12 09:00:00+00:00,170742,19
2023-04-12 09:30:00+00:00,170066,20
2023-04-12 10:00:00+00:00,169326,21
2023-04-12 10:30:00+00:00,171035,22
2023-04-12 11:00:00+00:00,174342,23
2023-04-12 11:30:00+00:00,173608,24
2023-04-12 12:00:00+00:00,174963,25
2023-04-12 12:30:00+00:00,175716,26
2023-04-12 13:00:00+00:00,177578,27
2023-04-12 13:30:00+00:00,176582,28
2023-04-12 14:00:00+00:00,177179,29
2023-04-12 14:30:00+00:00,179233,30
2023-04-12 15:00:00+00:00,180077,31
2023-04-12 15:30:00+00:00,186686,32
2023-04-12 16:00:00+00:00,192834,33
2023-04-12 16:30:00+00:00,196037,34
2023-04-12 17:00:00+00:00,199667,35
2023-04-12 17:30:00+00:00,202213,36
2023-04-12 18:00:00+00:00,204967,37
2023-04-12 18:30:00+00:00,202606,38
2023-04-12 19:00:00+00:00,199035,39
2023-04-12 19:30:00+00:00,194422,40
2023-04-12 20:00:00+00:00,186875,41
2023-04-12 20:30:00+00:00,177625,42
2023-04-12 21:00:00+00:00,168335,43
2023-04-12 21:30:00+00:00,159359,44
2023-04-12 22:00:00+00:00,152434,45
2023-04-12 22:30:00+00:00,145769,46
2023-04-12 23:00:00+00:00,142961,47
2023-04-12 23:30:00+00:00,142634,48
2023-04-13 00:00:00+00:00,142353,1
2023-04-13 00:30:00+00:00,142605,2
2023-04-13 01:00:00+00:00,144693,3
2023-04-13 01:30:00+00:00,141588,4
2023-04-13 02:00:00+00:00,140141,5
2023-04-13 02:30:00+00:00,141341,6
2023-04-13 03:00:00+00:00,140599,7
2023-04-13 03:30:00+00:00,139746,8
2023-04-13 04:00:00+00:00,144189,9
2023-04-13 04:30:00+00:00,149238,10
2023-04-13 05:00:00+00:00,162984,11
2023-04-13 05:30:00+00:00,173055,12
2023-04-13 06:00:00+00:00,180179,13
2023-04-13 06:30:00+00:00,184806,14
2023-04-13 07:00:00+00:00,184182,15
2023-04-13 07:30:00+00:00,182956,16
2023-04-13 08:00:00+00:00,180550,17
2023-04-13 08:30:00+00:00,176143,18
2023-04-13 09:00:00+00:00,170965,19
2023-04-13 09:30:00+00:00,168552,20
2023-04-13 10:00:00+00:00,167672,21
2023-04-13 10:30:00+00:00,164729,22
2023-04-13 11:00:00+00:00,164390,23
2023-04-13 11:30:00+00:00,162995,24
2023-04-13 12:00:00+00:00,158522,25
2023-04-13 12:30:00+00:00,158336,26
2023-04-13 13:00:00+00:00,156313,27
2023-04-13 13:30:00+00:00,157609,28
2023-04-13 14:00:00+00:00,155891,29
2023-04-13 14:30:00+00:00,158894,30
2023-04-13 15:00:00+00:00,163330,31
2023-04-13 15:30:00+00:00,171850,32
2023-04-13 16:00:00+00:00,185822,33
2023-04-13 16:30:00+00:00,192578,34
2023-04-13 17:00:00+00:00,196468,35
2023-04-13 17:30:00+00:00,199202,36
2023-04-13 18:00:00+00:00,199295,37
2023-04-13 18:30:00+00:00,201637,38
2023-04-13 19:00:00+00:00,204051,39
2023-04-13 19:30:00+00:00,202289,40
2023-04-13 20:00:00+00:00,193097,41
2023-04-13 20:30:00+00:00,183515,42
2023-04-13 21:00:00+00:00,177485,43
2023-04-13 21:30:00+00:00,171943,44
2023-04-13 22:00:00+00:00,170711,45
2023-04-13 22:30:00+00:00,163514,46
2023-04-13 23:00:00+00:00,162539,47
2023-04-13 23:30:00+00:00,161224,48
2023-04-14 00:00:00+00:00,26659,1
2023-04-15 00:00:00+00:00,145025,1
2023-04-15 00:30:00+00:00,146983,2
2023-04-15 01:00:00+00:00,144252,3
2023-04-15 01:30:00+00:00,142557,4
2023-04-15 02:00:00+00:00,141383,5
2023-04-15 02:30:00+00:00,140154,6
2023-04-15 03:00:00+00:00,137082,7
2023-04-15 03:30:00+00:00,135999,8
2023-04-15 04:00:00+00:00,137554,9
2023-04-15 04:30:00+00:00,137631,10
2023-04-15 05:00:00+00:00,143823,11
2023-04-15 05:30:00+00:00,149787,12
2023-04-15 06:00:00+00:00,158150,13
2023-04-15 06:30:00+00:00,161061,14
2023-04-15 07:00:00+00:00,166123,15
2023-04-15 07:30:00+00:00,165606,16
2023-04-15 08:00:00+00:00,167814,17
2023-04-15 08:30:00+00:00,166337,18
2023-04-15 09:00:00+00:00,165138,19
2023-04-15 09:30:00+00:00,162536,20
2023-04-15 10:00:00+00:00,158216,21
2023-04-15 10:30:00+00:00,155234,22
2023-04-15 11:00:00+00:00,153628,23
2023-04-15 11:30:00+00:00,150965,24
2023-04-15 12:00:00+00:00,145861,25
2023-04-15 12:30:00+00:00,143506,26
2023-04-15 13:00:00+00:00,140543,27
2023-04-15 13:30:00+00:00,139157,28
2023-04-15 14:00:00+00:00,140405,29
2023-04-15 14:30:00+00:00,141257,30
2023-04-15 15:00:00+00:00,145338,31
2023-04-15 15:30:00+00:00,152693,32
2023-04-15 16:00:00+00:00,158963,33
2023-04-15 16:30:00+00:00,165995,34
2023-04-15 17:00:00+00:00,174240,35
2023-04-15 17:30:00+00:00,176992,36
2023-04-15 18:00:00+00:00,178711,37
2023-04-15 18:30:00+00:00,182006,38
2023-04-15 19:00:00+00:00,183919,39
2023-04-15 19:30:00+00:00,182329,40
2023-04-15 20:00:00+00:00,176469,41
2023-04-15 20:30:00+00:00,170547,42
2023-04-15 21:00:00+00:00,161120,43
2023-04-15 21:30:00+00:00,155579,44
2023-04-15 22:00:00+00:00,148158,45
2023-04-15 22:30:00+00:00,142093,46
2023-04-15 23:00:00+00:00,136832,47
2023-04-15 23:30:00+00:00,137205,48
2023-04-16 00:00:00+00:00,138838,1
2023-04-16 00:30:00+00:00,140372,2
2023-04-16 01:00:00+00:00,141324,3
2023-04-16 01:30:00+00:00,139529,4
2023-04-16 02:00:00+00:00,136107,5
2023-04-16 02:30:00+00:00,133750,6
2023-04-16 03:00:00+00:00,133001,7
2023-04-16 03:30:00+00:00,131084,8
2023-04-16 04:00:00+00:00,129932,9
2023-04-16 04:30:00+00:00,130108,10
2023-04-16 05:00:00+00:00,132649,11
2023-04-16 05:30:00+00:00,134323,12
2023-04-16 06:00:00+00:00,141057,13
2023-04-16 06:30:00+00:00,143646,14
2023-04-16 07:00:00+00:00,148513,15
2023-04-16 07:30:00+00:00,151067,16
2023-04-16 08:00:00+00:00,156525,17
2023-04-16 08:30:00+00:00,158060,18
2023-04-16 09:00:00+00:00,158894,19
2023-04-16 09:30:00+00:00,159229,20
2023-04-16 10:00:00+00:00,160638,21
2023-04-16 10:30:00+00:00,160121,22
2023-04-16 11:00:00+00:00,162377,23
2023-04-16 11:30:00+00:00,161411,24
2023-04-16 12:00:00+00:00,159029,25
2023-04-16 12:30:00+00:00,156637,26
2023-04-16 13:00:00+00:00,159894,27
2023-04-16 13:30:00+00:00,161155,28
2023-04-16 14:00:00+00:00,160927,29
2023-04-16 14:30:00+00:00,166202,30
2023-04-16 15:00:00+00:00,171125,31
2023-04-16 15:30:00+00:00,177568,32
2023-04-16 16:00:00+00:00,183548,33
2023-04-16 16:30:00+00:00,188209,34
2023-04-16 17:00:00+00:00,188614,35
2023-04-16 17:30:00+00:00,189068,36
2023-04-16 18:00:00+00:00,188100,37
2023-04-16 18:30:00+00:00,188489,38
2023-04-16 19:00:00+00:00,188643,39
2023-04-16 19:30:00+00:00,185445,40
2023-04-16 20:00:00+00:00,178194,41
2023-04-16 20:30:00+00:00,171709,42
2023-04-16 21:00:00+00:00,162495,43
2023-04-16 21:30:00+00:00,157628,44
2023-04-16 22:00:00+00:00,154633,45
2023-04-16 22:30:00+00:00,148131,46
2023-04-16 23:00:00+00:00,144150,47
2023-04-16 23:30:00+00:00,143095,48
2023-04-17 00:00:00+00:00,140451,1
2023-04-17 00:30:00+00:00,140321,2
2023-04-17 01:00:00+00:00,137967,3
2023-04-17 01:30:00+00:00,136988,4
2023-04-17 02:00:00+00:00,136958,5
2023-04-17 02:30:00+00:00,137502,6
2023-04-17 03:00:00+00:00,146319,7
2023-04-17 03:30:00+00:00,146301,8
2023-04-17 04:00:00+00:00,153354,9
2023-04-17 04:30:00+00:00,159553,10
2023-04-17 05:00:00+00:00,172051,11
2023-04-17 05:30:00+00:00,183037,12
2023-04-17 06:00:00+00:00,187724,13
2023-04-17 06:30:00+00:00,194104,14
2023-04-17 07:00:00+00:00,193359,15
2023-04-17 07:30:00+00:00,194465,16
2023-04-17 08:00:00+00:00,195162,17
2023-04-17 08:30:00+00:00,191340,18
2023-04-17 09:00:00+00:00,189372,19
2023-04-17 09:30:00+00:00,188354,20
2023-04-17 10:00:00+00:00,185290,21
2023-04-17 10:30:00+00:00,184952,22
2023-04-17 11:00:00+00:00,185793,23
2023-04-17 11:30:00+00:00,183469,24
2023-04-17 12:00:00+00:00,180278,25
2023-04-17 12:30:00+00:00,179853,26
2023-04-17 13:00:00+00:00,176947,27
2023-04-17 13:30:00+00:00,177063,28
2023-04-17 14:00:00+00:00,177342,29
2023-04-17 14:30:00+00:00,179706,30
2023-04-17 15:00:00+00:00,186014,31
2023-04-17 15:30:00+00:00,189697,32
2023-04-17 16:00:00+00:00,194408,33
2023-04-17 16:30:00+00:00,197417,34
2023-04-17 17:00:00+00:00,199840,35
2023-04-17 17:30:00+00:00,200813,36
2023-04-17 18:00:00+00:00,200352,37
2023-04-17 18:30:00+00:00,199913,38
2023-04-17 19:00:00+00:00,197380,39
2023-04-17 19:30:00+00:00,195122,40
2023-04-17 20:00:00+00:00,188935,41
2023-04-17 20:30:00+00:00,183484,42
2023-04-17 21:00:00+00:00,172756,43
2023-04-17 21:30:00+00:00,162486,44
2023-04-17 22:00:00+00:00,152116,45
2023-04-17 22:30:00+00:00,144824,46
2023-04-17 23:00:00+00:00,140638,47
2023-04-17 23:30:00+00:00,139285,48
2023-04-18 00:00:00+00:00,138381,1
2023-04-18 00:30:00+00:00,139827,2
2023-04-18 01:00:00+00:00,140618,3
2023-04-18 01:30:00+00:00,139398,4
2023-04-18 02:00:00+00:00,137715,5
2023-04-18 02:30:00+00:00,137947,6
2023-04-18 03:00:00+00:00,135238,7
2023-04-18 03:30:00+00:00,136709,8
2023-04-18 04:00:00+00:00,146605,9
2023-04-18 04:30:00+00:00,151974,10
2023-04-18 05:00:00+00:00,161232,11
2023-04-18 05:30:00+00:00,173266,12
2023-04-18 06:00:00+00:00,180234,13
2023-04-18 06:30:00+00:00,187627,14
2023-04-18 07:00:00+00:00,190551,15
2023-04-18 07:30:00+00:00,186917,16
2023-04-18 08:00:00+00:00,183527,17
2023-04-18 08:30:00+00:00,176949,18
2023-04-18 09:00:00+00:00,170877,19
2023-04-18 09:30:00+00:00,165044,20
2023-04-18 10:00:00+00:00,160222,21
2023-04-18 10:30:00+00:00,155840,22
2023-04-18 11:00:00+00:00,157783,23
2023-04-18 11:30:00+00:00,157394,24
2023-04-18 12:00:00+00:00,155567,25
2023-04-18 12:30:00+00:00,155716,26
2023-04-18 13:00:00+00:00,154997,27
2023-04-18 13:30:00+00:00,155856,28
2023-04-18 14:00:00+00:00,155960,29
2023-04-18 14:30:00+00:00,159788,30
2023-04-18 15:00:00+00:00,164843,31
2023-04-18 15:30:00+00:00,172878,32
2023-04-18 16:00:00+00:00,180029,33
2023-04-18 16:30:00+00:00,184072,34
2023-04-18 17:00:00+00:00,184996,35
2023-04-18 17:30:00+00:00,188327,36
2023-04-18 18:00:00+00:00,192302,37
2023-04-18 18:30:00+00:00,192131,38
2023-04-18 19:00:00+00:00,191343,39
2023-04-18 19:30:00+00:00,190677,40
2023-04-18 20:00:00+00:00,185740,41
2023-04-18 20:30:00+00:00,177910,42
2023-04-18 21:00:00+00:00,170063,43
2023-04-18 21:30:00+00:00,159164,44
2023-04-18 22:00:00+00:00,146794,45
2023-04-18 22:30:00+00:00,142298,46
2023-04-18 23:00:00+00:00,139835,47
2023-04-18 23:30:00+00:00,136749,48
2023-04-19 00:00:00+00:00,137018,1
2023-04-19 00:30:00+00:00,138763,2
2023-04-19 01:00:00+00:00,137480,3
2023-04-19 01:30:00+00:00,133762,4
2023-04-19 02:00:00+00:00,131336,5
2023-04-19 02:30:00+00:00,130819,6
2023-04-19 03:00:00+00:00,127573,7
2023-04-19 03:30:00+00:00,127734,8
2023-04-19 04:00:00+00:00,131506,9
2023-04-19 04:30:00+00:00,137111,10
2023-04-19 05:00:00+00:00,151910,11
2023-04-19 05:30:00+00:00,164214,12
2023-04-19 06:00:00+00:00,173149,13
2023-04-19 06:30:00+00:00,178624,14
2023-04-19 07:00:00+00:00,182732,15
2023-04-19 07:30:00+00:00,181974,16
2023-04-19 08:00:00+00:00,183095,17
2023-04-19 08:30:00+00:00,180233,18
2023-04-19 09:00:00+00:00,179132,19
2023-04-19 09:30:00+00:00,175872,20
2023-04-19 10:00:00+00:00,170342,21
2023-04-19 10:30:00+00:00,164293,22
2023-04-19 11:00:00+00:00,161464,23
2023-04-19 11:30:00+00:00,159928,24
2023-04-19 12:00:00+00:00,158280,25
2023-04-19 12:30:00+00:00,155323,26
2023-04-19 13:00:00+00:00,152586,27
2023-04-19 13:30:00+00:00,150218,28
2023-04-19 14:00:00+00:00,148210,29
2023-04-19 14:30:00+00:00,149152,30
2023-04-19 15:00:00+00:00,152701,31
2023-04-19 15:30:00+00:00,159307,32
2023-04-19 16:00:00+00:00,166695,33
2023-04-19 16:30:00+00:00,171667,34
2023-04-19 17:00:00+00:00,177154,35
2023-04-19 17:30:00+00:00,181323,36
2023-04-19 18:00:00+00:00,184018,37
2023-04-19 18:30:00+00:00,184977,38
2023-04-19 19:00:00+00:00,186311,39
2023-04-19 19:30:00+00:00,185322,40
2023-04-19 20:00:00+00:00,182178,41
2023-04-19 20:30:00+00:00,175366,42
2023-04-19 21:00:00+00:00,164164,43
2023-04-19 21:30:00+00:00,155627,44
2023-04-19 22:00:00+00:00,146237,45
2023-04-19 22:30:00+00:00,137694,46
2023-04-19 23:00:00+00:00,132894,47
2023-04-19 23:30:00+00:00,129850,48
2023-04-20 00:00:00+00:00,130373,1
2023-04-20 00:30:00+00:00,131560,2
2023-04-20 01:00:00+00:00,129991,3
2023-04-20 01:30:00+00:00,128086,4
2023-04-20 02:00:00+00:00,127059,5
2023-04-20 02:30:00+00:00,126744,6
2023-04-20 03:00:00+00:00,123520,7
2023-04-20 03:30:00+00:00,123883,8
2023-04-20 04:00:00+00:00,127529,9
2023-04-20 04:30:00+00:00,132875,10
2023-04-20 05:00:00+00:00,148706,11
2023-04-20 05:30:00+00:00,157780,12
2023-04-20 06:00:00+00:00,168374,13
2023-04-20 06:30:00+00:00,172015,14
2023-04-20 07:00:00+00:00,175358,15
2023-04-20 07:30:00+00:00,171159,16
2023-04-20 08:00:00+00:00,167286,17
2023-04-20 08:30:00+00:00,159457,18
2023-04-20 09:00:00+00:00,153210,19
2023-04-20 09:30:00+00:00,146555,20
2023-04-20 10:00:00+00:00,140292,21
2023-04-20 10:30:00+00:00,136220,22
2023-04-20 11:00:00+00:00,136471,23
2023-04-20 11:30:00+00:00,136598,24
2023-04-20 12:00:00+00:00,134159,25
2023-04-20 12:30:00+00:00,133108,26
2023-04-20 13:00:00+00:00,133617,27
2023-04-20 13:30:00+00:00,134775,28
2023-04-20 14:00:00+00:00,134553,29
2023-04-20 14:30:00+00:00,138486,30
2023-04-20 15:00:00+00:00,147508,31
2023-04-20 15:30:00+00:00,158679,32
2023-04-20 16:00:00+00:00,169171,33
2023-04-20 16:30:00+00:00,178884,34
2023-04-20 17:00:00+00:00,184230,35
2023-04-20 17:30:00+00:00,189258,36
2023-04-20 18:00:00+00:00,192746,37
2023-04-20 18:30:00+00:00,193733,38
2023-04-20 19:00:00+00:00,190284,39
2023-04-20 19:30:00+00:00,187370,40
2023-04-20 20:00:00+00:00,183071,41
2023-04-20 20:30:00+00:00,175315,42
2023-04-20 21:00:00+00:00,169821,43
2023-04-20 21:30:00+00:00,163896,44
2023-04-20 22:00:00+00:00,150812,45
2023-04-20 22:30:00+00:00,142849,46
2023-04-20 23:00:00+00:00,140673,47
2023-04-20 23:30:00+00:00,137676,48
2023-04-21 00:00:00+00:00,22789,1
2023-04-22 00:00:00+00:00,136144,1
2023-04-22 00:30:00+00:00,136700,2
2023-04-22 01:00:00+00:00,135681,3
2023-04-22 01:30:00+00:00,134648,4
2023-04-22 02:00:00+00:00,133470,5
2023-04-22 02:30:00+00:00,129875,6
2023-04-22 03:00:00+00:00,127816,7
2023-04-22 03:30:00+00:00,127897,8
2023-04-22 04:00:00+00:00,129046,9
2023-04-22 04:30:00+00:00,129355,10
2023-04-22 05:00:00+00:00,135683,11
2023-04-22 05:30:00+00:00,140872,12
2023-04-22 06:00:00+00:00,149607,13
2023-04-22 06:30:00+00:00,155259,14
2023-04-22 07:00:00+00:00,162025,15
2023-04-22 07:30:00+00:00,164372,16
2023-04-22 08:00:00+00:00,166823,17
2023-04-22 08:30:00+00:00,166841,18
2023-04-22 09:00:00+00:00,162823,19
2023-04-22 09:30:00+00:00,159256,20
2023-04-22 10:00:00+00:00,156850,21
2023-04-22 10:30:00+00:00,154432,22
2023-04-22 11:00:00+00:00,153435,23
2023-04-22 11:30:00+00:00,152123,24
2023-04-22 12:00:00+00:00,150356,25
2023-04-22 12:30:00+00:00,150455,26
2023-04-22 13:00:00+00:00,151714,27
2023-04-22 13:30:00+00:00,149690,28
2023-04-22 14:00:00+00:00,149549,29
2023-04-22 14:30:00+00:00,151112,30
2023-04-22 15:00:00+00:00,158472,31
2023-04-22 15:30:00+00:00,163583,32
2023-04-22 16:00:00+00:00,171066,33
2023-04-22 16:30:00+00:00,176333,34
2023-04-22 17:00:00+00:00,180227,35
2023-04-22 17:30:00+00:00,181803,36
2023-04-22 18:00:00+00:00,182572,37
2023-04-22 18:30:00+00:00,182936,38
2023-04-22 19:00:00+00:00,184801,39
2023-04-22 19:30:00+00:00,184089,40
2023-04-22 20:00:00+00:00,178048,41
2023-04-22 20:30:00+00:00,172875,42
2023-04-22 21:00:00+00:00,166039,43
